VacationHomeID,VacHomeClass,VacHomeZone,VacHomeLotFrontage,VacHomeLotSqFt,VacHomeStreet,VacHomeRoad,VacHomeLotShape,VacHomeLandContour,VacHomeUtilities,VacHomeLotConfig,VacHomeLandSlope,VacHomeNeighborhood,VacHomeCondition,VacHomeBuilding,VacHomeHouseStyle,VacHomeRating,VacHomeQuality,VacHomeConsYear,VacHomeSince,VacHomeRoofStyle,VacHomeRoofMat,VacHomeExterior,VacHomeMasonryVeneer,VacHomeMasonryArea,VacHomeExterQual,VacHomeQual,VacHomeFoundation,VacHomeBsmtQuality,VacHomeBsmtLight,VacHomeBsmtFinish,VacHomeBsmtSqFt,VacHomeHeating,VacHomeHeatingQuality,VacHomeAC,VacHomeElectricalWiring,VacHomeFloor1SqFt,VacHomeFloor2SqFt,VacHomeSqFt,VacHomeNumFullBath,VacHomeNumHalfBath,VacHomeBedroomWithCloset,VacHomeKitcheninHome,VacHomeKitchenQuality,VacHomeRooms,VacHomeFireplaces,VacHomeFireplaceQuality,VacHomeGarageType,VacHomeGarageFinish,VacHomeCarsInGarage,VacHomeGarageArea,VacHomeGarageQuality,VacHomeDriveway,VacHomeWoodDeckSqFt,VacHomePorchSqFt,VacHomePoolSqFt,VacHomePoolQuality,VacHomeFence,VacHomeStartMonth,VacHomeStartYear,VacHomeSaleType,VacHomeSaleCondition,VacHomeSalePrice,VacHomeInterestInHome,VacHomeGoodSchools,VacHomeAvailableDate,VacHomeBarCode,VacHomeOwnerAddress,VacHomeOwnerCity,VacHomeOwnerCountry,VacHomeOwnerEmail,VacHomeOwnerGender,VacHomeOwnerState,VacHomeOwnerZipcode,VacHomeRenovationAmount,VacHomeSurveyDate,VacHomeSurveyRating,VacHomeReviewDate,VacHomeReviewRating
23,VacHomeClass-1,VacHomeZone-1,75.0,9742,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,8,5,2004,2009,Sawtooth,Rolled Roofing,Board Batten,Natural Stone,281.0,4,3,Individual footing,4.0,No Sunlight,Dry Wall,1777,Furnace,5,Yes,NM Cable,1795,0,1795,2,0,3,1,4,7,1,Gd,Attached,Wood Sheathing,2,534,3,Paved,171,0,0,0,No Fence,9,2008,Down payment assistance,Regular,190906.0,Y,N,2021-07-11,78978447,"Detlev-Butte-Platz 263
91686 Eisenhüttenstadt",Neustadt am Rübenberge,Britische Jungferninseln,ingelorehuebel@yahoo.de,Unknown,Mecklenburg-Vorpommern,55618,30.0,2021-05-05,4.1,2021-05-05,4.1
24,VacHomeClass-12,VacHomeZone-2,44.0,4224,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 11,Proximity to School,SingleFamilyHome,Contemporary,5,7,1977,1980,Gable,Rolled Roofing,Metal,Manmade Stone,0.0,3,3,Individual footing,4.0,No Sunlight,ZenWall Panels,1040,Furnace,3,Yes,NM Cable,1060,0,1060,1,0,3,1,3,6,1,TA,Attached,Metal Panels,2,572,3,Paved,100,0,0,0,No Fence,6,2007,Down payment assistance,Regular,107823.0,N,Y,2021-02-16,59026228,"Heringplatz 0
01641 Geithain",Füssen,Australien,marcellaaustermuehle@patberg.de,F,Mecklenburg-Vorpommern,53574,66.0,2021-04-28,3.1,2021-04-28,3.1
25,VacHomeClass-1,VacHomeZone-1,,8246,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 20,Proximity to School,Apartment,Contemporary,5,8,1973,2007,Gable,Rolled Roofing,Brick,Manmade Stone,0.0,3,4,Combined footing,3.0,Small Windows,Foamax,1060,Furnace,5,Yes,NM Cable,1060,0,1060,1,0,3,1,4,6,1,TA,Attached,Metal Panels,1,270,3,Paved,406,0,0,0,Vinyl Fences,5,2010,Down payment assistance,Regular,127826.0,Y,Y,2021-02-22,63546033,"Horst-Peter-Walter-Platz 65
71908 Neustadt am Rübenberge",Hechingen,Äußeres Ozeanien,heserfreddy@hotmail.de,F,Baden-Württemberg,82778,5.0,2021-08-01,3.8,2021-08-01,3.8
26,VacHomeClass-1,VacHomeZone-1,110.0,14230,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 16,Proximity to School,Apartment,Contemporary,8,5,2010,2012,Gable,Rolled Roofing,Board Batten,Manmade Panels,640.0,4,3,Individual footing,4.0,No Sunlight,Dry Wall,1566,Furnace,5,Yes,NM Cable,1600,0,1600,2,0,3,1,4,7,1,Gd,Attached,Wood Sheathing,3,890,3,Paved,0,0,0,0,No Fence,7,2009,Down payment assistance,Regular,212735.0,N,Y,2021-10-10,62376259,"Steckelweg 45
40598 Wertingen",Jena,Marokko,bolandermuharrem@web.de,F,Baden-Württemberg,3003,40.0,2021-03-20,3.7,2021-03-20,3.7
27,VacHomeClass-1,VacHomeZone-1,60.0,7200,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,7,1954,2005,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Combined footing,3.0,Small Windows,CleanSpace Wall System,900,Furnace,3,Yes,NM Cable,900,0,900,1,0,3,1,4,5,0,,Detached,Metal Panels,2,576,3,Paved,222,0,0,0,No Fence,5,2010,Down payment assistance,Regular,111890.0,Y,Y,2021-09-10,29904563,"Andersstraße 8
09166 Ahaus",Schweinfurt,Barbados,lorchsusann@doehn.de,F,Bremen,32302,4.0,2021-02-05,4.5,2021-02-05,4.5
28,VacHomeClass-1,VacHomeZone-1,98.0,11478,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 16,Proximity to School,Apartment,Contemporary,8,5,2012,2018,Gable,Rolled Roofing,Board Batten,Manmade Panels,200.0,4,3,Individual footing,5.0,No Sunlight,ZenWall Panels,1704,Furnace,5,Yes,NM Cable,1704,0,1704,2,0,3,1,4,7,1,Gd,Attached,Wood Sheathing,3,772,3,Paved,0,0,0,0,No Fence,5,2010,Down payment assistance,Regular,253986.0,Y,Y,2021-07-12,404945,"Steinbergplatz 3/8
26547 Ansbach",Pegnitz,Nauru,ukruschwitz@lachmann.de,M,Nordrhein-Westfalen,8984,88.0,2021-08-12,2.4,2021-08-12,2.4
29,VacHomeClass-1,VacHomeZone-1,47.0,16321,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,6,1962,2003,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,French Doors,CleanSpace Wall System,1484,Furnace,3,Yes,NM Cable,1600,0,1600,1,0,2,1,3,6,2,Gd,Attached,Wood Sheathing,1,319,3,Paved,288,0,0,0,No Fence,12,2006,Down payment assistance,Regular,172231.0,Y,N,2021-10-24,25074932,"Hänelgasse 3
22509 Regensburg",Illertissen,Guinea-Bissau,zorbachfriedbert@beyer.de,M,Saarland,57696,9.0,2021-03-13,2.2,2021-03-13,2.2
30,VacHomeClass-2,VacHomeZone-2,60.0,6324,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 4,Proximity to Hospital,Apartment,Contemporary,4,6,1932,1957,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Strip foundation,3.0,No Sunlight,Dry Wall,520,Furnace,2,No,NM Cable,520,0,520,1,0,1,1,2,4,0,,Detached,Metal Panels,1,240,2,Paved,49,0,0,0,No Fence,5,2008,Down payment assistance,Regular,56861.0,Y,Y,2021-04-19,93058230,"Gertraude-Segebahn-Platz 889
64440 Waren",Grevenbroich,Italien,vitali08@googlemail.com,Unknown,Rheinland-Pfalz,62082,81.0,2021-01-13,3.7,2021-01-13,3.7
31,VacHomeClass-7,VacHomeZone-3,50.0,8500,Cobblestone,Cobblestone,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 10,Proximity to Hospital,Apartment,Bungalow,4,4,1925,1957,Curved,Rolled Roofing,Vertical Wood,Manmade Stone,0.0,3,2,Strip foundation,3.0,No Sunlight,Dry Wall,649,Furnace,3,No,NM Cable,649,668,1317,1,0,3,1,3,6,0,,Detached,Metal Panels,1,250,3,Only Gravel,0,0,0,0,Vinyl Fences,7,2008,Down payment assistance,Regular,33206.0,Y,N,2021-09-01,66097594,"Chantal-Hendriks-Ring 61
37813 Mayen",Magdeburg,Zentralafrikanische Republik,ansgar70@gutknecht.de,M,Sachsen,46595,17.0,2021-01-27,1.2,2021-01-27,1.2
32,VacHomeClass-1,VacHomeZone-1,,8544,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 20,Proximity to School,Apartment,Contemporary,5,6,1971,2013,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,Dry Wall,1228,Furnace,4,Yes,NM Cable,1228,0,1228,1,1,3,1,4,6,0,,Attached,Metal Panels,1,271,3,Paved,0,0,0,0,Vinyl Fences,6,2008,Down payment assistance,Regular,123966.5,Y,N,2021-05-08,27080863,"Pruschkeplatz 195
01318 Bad Liebenwerda",Aue,Kenia,angelika02@gmail.com,Unknown,Rheinland-Pfalz,46292,24.0,2021-12-07,2.0,2021-12-07,2.0
33,VacHomeClass-1,VacHomeZone-1,85.0,11049,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,8,5,2011,2010,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,5.0,Large Windows,Dry Wall,1234,Furnace,5,Yes,NM Cable,1234,0,1234,2,0,3,1,4,7,0,,Attached,Wood Sheathing,2,484,3,Paved,0,0,0,0,No Fence,1,2008,Down payment assistance,Regular,149323.0,Y,N,2021-11-07,27808184,"Margareta-Hettner-Platz 5
48727 Bad Kissingen",Soltau,Usbekistan,ingekade@web.de,Unknown,Bayern,13793,44.0,2021-11-24,1.8,2021-11-24,1.8
34,VacHomeClass-1,VacHomeZone-1,70.0,10552,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,5,1962,1964,Sawtooth,Rolled Roofing,Vertical Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,Foamax,1398,Furnace,4,Yes,NM Cable,1700,0,1700,1,1,4,1,4,6,1,Gd,Attached,Wood Sheathing,2,447,3,Paved,0,0,0,0,No Fence,4,2010,Down payment assistance,Regular,137371.0,Y,N,2021-11-12,49762075,"Schmidtring 5/6
12502 Arnstadt",Schlüchtern,Antigua und Barbuda,sinaida16@margraf.org,F,Hessen,4609,34.0,2021-09-23,4.8,2021-09-23,4.8
35,VacHomeClass-12,VacHomeZone-1,60.0,7313,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 16,Proximity to School,SingleFamilyHome,Contemporary,9,5,2007,2013,Sawtooth,Rolled Roofing,Log Wood,Natural Stone,246.0,5,3,Individual footing,5.0,No Sunlight,ZenWall Panels,1561,Furnace,5,Yes,NM Cable,1561,0,1561,2,0,2,1,5,6,1,Gd,Attached,DryWall,2,556,3,Paved,203,0,0,0,No Fence,8,2007,Down payment assistance,Regular,230331.0,N,Y,2021-05-31,6528225,"Fabian-Bauer-Ring 269
57877 Badoberan",Griesbach Rottal,Polen,sibillapohl@hoerle.com,Unknown,Baden-Württemberg,15517,23.0,2021-04-18,2.3,2021-04-18,2.3
36,VacHomeClass-6,VacHomeZone-1,108.0,13418,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 16,Proximity to School,Apartment,Bungalow,8,5,2007,2009,Gable,Rolled Roofing,Board Batten,Manmade Panels,132.0,4,3,Individual footing,5.0,Large Windows,Dry Wall,1117,Furnace,5,Yes,NM Cable,1132,1320,2452,3,1,4,1,4,9,1,Gd,Breezeway,DryWall,3,691,3,Paved,113,0,0,0,No Fence,9,2006,Down payment assistance,Regular,256476.0,Y,N,2021-09-06,58000199,"Xaver-Schottin-Allee 0/3
45235 Eberswalde",Moers,Türkei,zullmann@fischer.com,Unknown,Saarland,69029,79.0,2021-12-14,4.9,2021-12-14,4.9
37,VacHomeClass-1,VacHomeZone-1,112.0,10859,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,5,5,1996,2000,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Individual footing,4.0,No Sunlight,Dry Wall,1097,Furnace,5,Yes,NM Cable,1097,0,1097,1,1,3,1,3,6,0,,Attached,Metal Panels,2,672,3,Paved,392,0,0,0,No Fence,6,2009,Down payment assistance,Regular,120356.0,N,Y,2021-10-30,91448583,"Severin-Mangold-Weg 3
58386 Darmstadt",Regensburg,Benin,frederikenette@googlemail.com,F,Saarland,63763,3.0,2021-04-17,4.7,2021-04-17,4.7
38,VacHomeClass-1,VacHomeZone-1,74.0,8532,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,6,1957,1992,Sawtooth,Rolled Roofing,Wood Shingle,Natural Stone,650.0,3,3,Combined footing,3.0,No Sunlight,Foamax,1297,Furnace,4,Yes,NM Cable,1297,0,1297,1,0,3,1,3,5,1,TA,Attached,DryWall,2,498,3,Paved,0,0,0,0,No Fence,10,2009,Down payment assistance,Regular,126996.0,N,Y,2021-12-07,34295465,"Elenore-Jungfer-Straße 802
06661 Scheinfeld",Ebersberg,Italien,murat25@schueler.com,M,Hamburg,62948,82.0,2021-09-14,3.1,2021-09-14,3.1
39,VacHomeClass-1,VacHomeZone-1,68.0,7922,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,7,1956,2015,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,4,Combined footing,3.0,No Sunlight,ZenWall Panels,1057,Furnace,3,Yes,NM Cable,1057,0,1057,1,0,3,1,4,5,0,,Detached,Metal Panels,1,246,3,Paved,0,0,0,0,No Fence,1,2010,Down payment assistance,Shortsale,90476.0,Y,N,2021-04-24,59451648,"Heuserstraße 52
19520 Rockenhausen",Moers,Pitcairn,gregorheidrich@putz.de,M,Berlin,68822,21.0,2021-05-06,1.7,2021-05-06,1.7
40,VacHomeClass-11,VacHomeZone-1,65.0,6040,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 8,Proximity to School,Townhome,Contemporary,4,5,1958,1964,Gable,Rolled Roofing,Concrete,Manmade Stone,0.0,3,3,Individual footing,,,,0,Furnace,3,No,Low Voltage Wire,1152,0,1152,2,0,2,2,2,6,0,,No Garage,Unfinished,0,0,0,Only Gravel,0,0,0,0,No Fence,6,2008,Down payment assistance,Trade,68066.0,N,Y,2021-09-01,57517599,"Weimerweg 3
56784 Luckenwalde",Säckingen,Burundi,heidrun92@caspar.com,M,Bremen,99813,90.0,2021-08-16,3.3,2021-08-16,3.3
41,VacHomeClass-1,VacHomeZone-1,84.0,8658,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,6,5,1968,1974,Gable,Rolled Roofing,Wood Shingle,Natural Stone,101.0,3,3,Combined footing,3.0,No Sunlight,Foamax,1088,Furnace,5,Yes,NM Cable,1324,0,1324,2,0,3,1,3,6,1,TA,Attached,Wood Sheathing,2,440,3,Paved,0,0,0,0,Wood Fences,12,2006,Down payment assistance,Shortsale,132806.0,Y,Y,2021-09-16,79148788,"Canan-Röhrdanz-Gasse 02
93764 Rothenburg ob der Tauber",Kusel,Ukraine,holm87@aol.de,F,Hamburg,90619,83.0,2021-04-05,1.4,2021-04-05,1.4
42,VacHomeClass-1,VacHomeZone-1,115.0,16905,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 24,Proximity to School,Apartment,Contemporary,5,6,1960,1965,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,4,Combined footing,3.0,French Doors,CleanSpace Wall System,1350,Furnace,4,Yes,NM Cable,1328,0,1328,1,1,2,1,3,5,2,Gd,Attached,Wood Sheathing,1,308,3,Partially Gravel,0,0,0,0,No Fence,7,2007,Down payment assistance,Regular,141106.0,N,Y,2021-07-03,89717851,"Ayse-Knappe-Platz 9
71176 Rastatt",Grimma,Französisch-Guayana,cynthiaroerricht@albers.de,Unknown,Thüringen,42512,44.0,2021-02-15,2.5,2021-02-15,2.5
43,VacHomeClass-10,VacHomeZone-1,,9180,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 21,Proximity to School,Apartment,Georgian,5,7,1988,1992,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,4.0,Large Windows,BrightWall Paneling,840,Furnace,4,Yes,NM Cable,884,0,884,1,0,2,1,4,5,0,,Attached,Wood Sheathing,2,504,3,Paved,240,0,0,0,Vinyl Fences,12,2007,Down payment assistance,Regular,119526.0,Y,N,2021-09-24,55645645,"Alena-Jockel-Ring 07
85114 Gardelegen",Konstanz,Französisch-Polynesien,kuschnorman@muehle.net,Unknown,Bremen,37546,14.0,2021-11-05,2.5,2021-11-05,2.5
44,VacHomeClass-1,VacHomeZone-1,,9200,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,5,6,1976,1989,Sawtooth,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Combined footing,4.0,Large Windows,Basement to Beautiful Panels,938,Furnace,3,Yes,NM Cable,938,0,938,1,0,3,1,3,5,0,,Detached,Metal Panels,1,308,3,Paved,145,0,0,0,Vinyl Fences,7,2008,Down payment assistance,Regular,108113.5,N,N,2021-12-17,61435216,"Fliegnerring 25
31667 Regensburg",Strausberg,Mauretanien,zjunck@loewer.com,Unknown,Sachsen,73580,24.0,2021-06-15,1.1,2021-06-15,1.1
45,VacHomeClass-1,VacHomeZone-1,70.0,7945,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,6,1962,1962,Gable,Rolled Roofing,Vertical Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,BrightWall Paneling,1150,Furnace,5,Yes,Underground Feeder Cable,1150,0,1150,1,0,3,1,3,6,0,,Attached,Wood Sheathing,1,300,3,Paved,0,0,0,0,No Fence,5,2006,Down payment assistance,Regular,117036.0,N,Y,2021-01-11,9555723,"Ralph-Reising-Gasse 19
17308 Bergzabern",Gelnhausen,Wallis und Futuna,schoenlandvalentina@gmx.de,F,Mecklenburg-Vorpommern,67063,77.0,2021-11-01,2.3,2021-11-01,2.3
46,VacHomeClass-12,VacHomeZone-1,61.0,7658,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 16,Proximity to School,SingleFamilyHome,Contemporary,9,5,2008,2008,Sawtooth,Rolled Roofing,Log Wood,Natural Stone,412.0,5,3,Individual footing,5.0,No Sunlight,ZenWall Panels,1752,Furnace,5,Yes,NM Cable,1752,0,1752,2,0,2,1,5,6,1,Gd,Attached,Wood Sheathing,2,576,3,Paved,196,0,0,0,No Fence,2,2010,Down payment assistance,Regular,265523.0,Y,Y,2021-04-08,37357603,"Barthweg 92
39536 Ravensburg",Torgau,Brasilien,yhermighausen@rosenow.de,M,Thüringen,72785,58.0,2021-01-18,1.0,2021-01-18,1.0
47,VacHomeClass-5,VacHomeZone-1,48.0,12822,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 12,Proximity to School,Apartment,Craftsman,7,5,2005,2011,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,5.0,No Sunlight,ZenWall Panels,1434,Furnace,5,Yes,NM Cable,1518,631,2149,1,1,1,1,4,6,1,Ex,Attached,Wood Sheathing,2,670,3,Paved,168,0,0,0,No Fence,8,2009,Down payment assistance,Shortsale,198945.38,Y,Y,2021-08-03,26058351,"Stefan-Hendriks-Ring 7/2
74579 Parchim",Erding,Weihnachtsinsel,rkrein@lehmann.net,M,Nordrhein-Westfalen,2505,24.0,2021-02-18,2.9,2021-02-18,2.9
48,VacHomeClass-1,VacHomeZone-5,84.0,11096,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 22,Proximity to School,Apartment,Contemporary,8,5,2008,2011,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,4.0,Large Windows,ZenWall Panels,1656,Furnace,5,Yes,NM Cable,1656,0,1656,2,0,3,1,4,7,0,,Attached,Wood Sheathing,3,826,3,Paved,0,0,0,0,No Fence,7,2007,Down payment assistance,Regular,207257.0,Y,N,2021-03-01,57123127,"Beckmannplatz 9/5
00023 Strausberg",Starnberg,Tunesien,iris76@googlemail.com,M,Brandenburg,45732,51.0,2021-11-19,1.6,2021-11-19,1.6
49,VacHomeClass-15,VacHomeZone-2,33.0,4456,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 18,Proximity to School,Condo,Bungalow,4,5,1925,2015,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Strip foundation,3.0,No Sunlight,Dry Wall,736,Furnace,4,Yes,NM Cable,736,716,1452,2,0,2,3,3,8,0,,No Garage,Unfinished,0,0,0,Only Gravel,0,0,0,0,No Fence,6,2009,Government-backed programs,Distress Sale,93796.0,Y,N,2021-10-02,39098528,"Amir-Ladeck-Platz 699
83028 Hechingen",Potsdam,Barbados,weissanatolij@yahoo.de,Unknown,Berlin,3695,60.0,2021-02-05,3.1,2021-02-05,3.1
50,VacHomeClass-1,VacHomeZone-1,66.0,7742,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 20,Proximity to School,Apartment,Contemporary,5,7,1969,1972,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,955,Furnace,5,Yes,NM Cable,955,0,955,1,0,3,1,3,6,0,,Attached,Metal Panels,1,386,3,Paved,0,0,0,0,Vinyl Fences,1,2007,Down payment assistance,Regular,105416.0,Y,N,2021-02-12,46154590,"Ralph-Krause-Allee 3
10259 Belzig",Mallersdorf,Kasachstan,troeststefano@beckmann.org,Unknown,Rheinland-Pfalz,16922,82.0,2021-01-15,1.3,2021-01-15,1.3
51,VacHomeClass-6,VacHomeZone-1,,13869,Cobblestone,Gravel,Rectangular,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 9,Proximity to School,Apartment,Bungalow,6,6,1999,2000,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Individual footing,4.0,Large Windows,ZenWall Panels,794,Furnace,4,Yes,NM Cable,794,676,1470,2,0,3,1,3,6,0,,Attached,DryWall,2,388,3,Paved,0,0,0,0,No Fence,7,2007,Down payment assistance,Regular,146916.0,N,N,2021-10-17,39752451,"Gottfried-Oestrovsky-Gasse 5
51986 Grafenau",Paderborn,Tunesien,hans-dthanel@hein.de,Unknown,Berlin,70835,71.0,2021-03-13,1.7,2021-03-13,1.7
52,VacHomeClass-5,VacHomeZone-2,52.0,6240,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 4,Proximity to School,Apartment,Craftsman,6,6,1936,1958,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Individual footing,3.0,No Sunlight,Dry Wall,816,Furnace,3,Yes,NM Cable,816,0,1176,1,0,3,1,3,6,1,Gd,Detached,Metal Panels,2,528,3,Paved,112,0,0,0,Vinyl Fences,9,2006,Down payment assistance,Regular,95041.0,N,N,2021-03-25,40004150,"Karl-Ernst-Rose-Allee 154
01904 Eggenfelden",Finsterwalde,Turkmenistan,scheibevinko@gertz.de,Unknown,Saarland,16886,41.0,2021-03-23,1.0,2021-03-23,1.0
53,VacHomeClass-11,VacHomeZone-2,110.0,8472,Concrete,Gravel,Rectangular,Slope,Trash|Gas|Water|Electricity,Corner lot,Little Slope,RNH 10,Proximity to Theatre,Townhome,Contemporary,5,5,1965,1969,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,2,3,Combined footing,4.0,French Doors,Basement to Beautiful Panels,816,Furnace,3,No,NM Cable,816,0,816,1,0,2,1,3,5,0,,Carports,Metal Panels,2,516,3,Paved,106,0,0,0,No Fence,5,2010,Down payment assistance,Regular,91306.0,Y,N,2021-01-19,18374469,"Scheuermanngasse 6/4
45877 Lüdinghausen",Eichstätt,Französisch-Polynesien,saraeckbauer@austermuehle.de,Unknown,Bayern,60314,56.0,2021-07-31,4.9,2021-07-31,4.9
54,VacHomeClass-1,VacHomeZone-1,68.0,50271,Cobblestone,Gravel,Reverse Pie,Low Level,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 25,Proximity to School,Apartment,Contemporary,9,5,1983,1996,Gable,Built-Up Roofing,Vinyl,Manmade Stone,0.0,4,3,Combined footing,5.0,French Doors,ZenWall Panels,1842,Furnace,4,Yes,NM Cable,1842,0,1842,0,1,0,1,4,5,1,Gd,Attached,DryWall,3,894,3,Paved,857,0,0,0,No Fence,11,2006,Down payment assistance,Regular,319556.0,N,Y,2021-09-28,36887125,"Gutknechtplatz 34
28480 Gelnhausen",Viechtach,Gambia,dgute@geisel.de,M,Hamburg,92384,12.0,2021-02-09,3.1,2021-02-09,3.1
55,VacHomeClass-9,VacHomeZone-1,60.0,7134,Cobblestone,Gravel,Pie,Slope,Trash|Gas|Water|Electricity,Interior lot,Little Slope,NAmes,Proximity to School,Apartment,Spanish,5,5,1958,1961,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,BrightWall Paneling,384,Furnace,3,Yes,NM Cable,1360,0,1360,1,0,3,1,3,6,1,TA,Detached,Metal Panels,2,572,3,Paved,0,0,0,0,Vinyl Fences,2,2007,Down payment assistance,Regular,107906.0,N,N,2021-12-16,55484206,"Julie-Kruschwitz-Straße 6
64129 Wittenberg",Bad Mergentheim,Mayotte,schinkegebhard@gmx.de,F,Bayern,73729,62.0,2021-03-27,1.4,2021-03-27,1.4
56,VacHomeClass-1,VacHomeZone-1,100.0,10175,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,6,5,1965,1970,Gable,Rolled Roofing,Horizontal Wood,Natural Stone,272.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,1425,Furnace,4,Yes,NM Cable,1425,0,1425,2,0,3,1,3,7,1,Gd,Attached,Wood Sheathing,2,576,3,Paved,0,407,0,0,No Fence,7,2008,Down payment assistance,Regular,149821.0,N,Y,2021-08-25,34710395,"Jacobi Jäckelstraße 74
59669 Tübingen",Strausberg,Dschibuti,qkarge@jacobi.com,F,Mecklenburg-Vorpommern,34828,14.0,2021-05-17,4.2,2021-05-17,4.2
